code,pos,info_length,book,chapter,verse,word_index
COND,Conditional Conjunction,0,MAT,4,3,20
COND,Conditional Conjunction,0,MAT,4,6,11
COND,Conditional Conjunction,0,MAT,4,9,23
COND,Conditional Conjunction,0,MAT,5,13,20
COND,Conditional Conjunction,0,MAT,5,13,56
COND,Conditional Conjunction,0,MAT,5,19,5
COND,Conditional Conjunction,0,MAT,5,20,14
COND,Conditional Conjunction,0,MAT,5,23,2
COND,Conditional Conjunction,0,MAT,5,29,2
COND,Conditional Conjunction,0,MAT,5,30,5
COND,Conditional Conjunction,0,MAT,5,32,59
COND,Conditional Conjunction,0,MAT,5,46,2
COND,Conditional Conjunction,0,MAT,5,47,5
COND,Conditional Conjunction,0,MAT,6,1,41
COND,Conditional Conjunction,0,MAT,6,14,2
COND,Conditional Conjunction,0,MAT,6,15,2
COND,Conditional Conjunction,0,MAT,6,22,23
COND,Conditional Conjunction,0,MAT,6,23,2
COND,Conditional Conjunction,0,MAT,6,23,41
COND,Conditional Conjunction,0,MAT,6,30,2
COND,Conditional Conjunction,0,MAT,7,9,23
COND,Conditional Conjunction,0,MAT,7,10,5
COND,Conditional Conjunction,0,MAT,7,11,2
COND,Conditional Conjunction,0,MAT,8,2,26
COND,Conditional Conjunction,0,MAT,8,19,32
COND,Conditional Conjunction,0,MAT,8,31,20
COND,Conditional Conjunction,0,MAT,9,17,23
COND,Conditional Conjunction,0,MAT,9,21,14
COND,Conditional Conjunction,0,MAT,10,13,5
COND,Conditional Conjunction,0,MAT,10,13,41
COND,Conditional Conjunction,0,MAT,10,14,8
COND,Conditional Conjunction,0,MAT,10,25,50
COND,Conditional Conjunction,0,MAT,10,42,8
COND,Conditional Conjunction,0,MAT,11,6,14
COND,Conditional Conjunction,0,MAT,11,14,5
COND,Conditional Conjunction,0,MAT,11,21,23
COND,Conditional Conjunction,0,MAT,11,23,38
COND,Conditional Conjunction,0,MAT,11,27,38
COND,Conditional Conjunction,0,MAT,11,27,65
COND,Conditional Conjunction,0,MAT,11,27,83
COND,Conditional Conjunction,0,MAT,12,4,71
COND,Conditional Conjunction,0,MAT,12,7,2
COND,Conditional Conjunction,0,MAT,12,10,38
COND,Conditional Conjunction,0,MAT,12,11,44
COND,Conditional Conjunction,0,MAT,12,24,32
COND,Conditional Conjunction,0,MAT,12,26,5
COND,Conditional Conjunction,0,MAT,12,27,5
COND,Conditional Conjunction,0,MAT,12,28,2
COND,Conditional Conjunction,0,MAT,12,29,47
COND,Conditional Conjunction,0,MAT,12,32,8
COND,Conditional Conjunction,0,MAT,12,36,26
COND,Conditional Conjunction,0,MAT,12,39,50
COND,Conditional Conjunction,0,MAT,13,57,41
COND,Conditional Conjunction,0,MAT,14,7,23
COND,Conditional Conjunction,0,MAT,14,17,23
COND,Conditional Conjunction,0,MAT,14,28,23
COND,Conditional Conjunction,0,MAT,15,5,41
COND,Conditional Conjunction,0,MAT,15,14,29
COND,Conditional Conjunction,0,MAT,15,24,20
COND,Conditional Conjunction,0,MAT,16,4,35
COND,Conditional Conjunction,0,MAT,16,19,35
COND,Conditional Conjunction,0,MAT,16,19,71
COND,Conditional Conjunction,0,MAT,16,24,23
COND,Conditional Conjunction,0,MAT,16,26,14
COND,Conditional Conjunction,0,MAT,17,4,41
COND,Conditional Conjunction,0,MAT,17,8,23
COND,Conditional Conjunction,0,MAT,17,20,41
COND,Conditional Conjunction,0,MAT,17,21,20
